"*RESPNUM","CCGID","RUNID","INTDATE","EGYPTAIR","DAY","GATE","BAREA","STRATA","PEAK","METHOD","SAQ","AIRLINE","DESTINATION","FLIGHT","AIRLINE CODE","DEST CODE","DESTGEO","DESTMARK","ARRTIME","DEPTIME","HOWLONG","Q2PURP1","Q2PURP2","Q2PURP3","Q3GETTO1","Q3GETTO2","Q3GETTO3","Q3PARK","Q4BAGS","Q4STORE","Q4FOOD","Q4WIFI","Q5TIMESFLOWN","Q5FIRSTTIME","Q6LONGUSE","Q7ART","Q7FOOD","Q7STORE","Q7SIGN","Q7WALKWAYS","Q7SCREENS","Q7INFODOWN","Q7INFOUP","Q7WIFI","Q7ROADS","Q7PARK","Q7AIRTRAIN","Q7LTPARKING","Q7RENTAL","Q7ALL","Q8COM","Q8COM2","Q8COM3","Q8COM4","Q8COM5","Q9BOARDING","Q9AIRTRAIN","Q9RENTAL","Q9FOOD","Q9RESTROOM","Q9ALL","Q9COM","Q9COM2","Q9COM3","Q10SAFE","Q10COM1","Q10COM2","Q10COM3","Q11TSAPRE","Q12PRECHECKRATE","Q12PRECOM1","Q12PRECOM2","Q12PRECOM3","Q13 COUNTY","Q13GETRATE","Q14FIND","Q14PASSTHRU","Q15PROBLEM","Q15COM1","Q15COM2","Q15COM3","Q16LIVE","Q17CITY","Q17STATE","Q17ZIP","Q17COUNTRY","HOME","Q18PET","Q19AGE","Q20GENDER","Q21INCME","Q22FLY","Q23SJC","Q23OAK","LANG","WEIGHT"
"314","352","753","42506","1","2","43","C","2","1","1","1","DELTA","NEW YORK-JFK","1583","15","43","2","4","9:30:00","11:25:00","115","2","","","5","","","","1","2","1","1","2","1","2","3","1","3","5","5","5","6","6","4","4","6","6","6","6","4","115","206","","","","4","6","6","4","4","4","0","","","5","21","","","2","","","","","5","3","5","3","2","","","","1","SAN FRANCISCO","CA","94112","UNITED STATES","1","1","25-34","Male","4","2","2","2","1","1.0455967741935"
"327","365","753","42506","1","2","43","C","2","1","1","2","DELTA","NEW YORK-JFK","1583","15","43","2","4","9:45:00","11:25:00","100","6","","","4","","","","2","1","1","1","3","1","3","3","4","4","3","3","4","6","6","2","3","6","3","6","2","4","505","501","207","","","4","4","4","4","5","5","0","","","3","5","","","1","4","14","21","","5","4","5","4","2","","","","3","NEW YORK CITY","NY","10012","UNITED STATES","12","1","25-34","Male","4","2","2","2","1","1.0455967741935"
"1695","1591","756","42506","1","2","94","G","2","3","1","1","AIR CANADA","TORONTO","784","3","67","4","4","13:40:00","15:50:00","130","2","","","5","","","","2","1","2","2","2","1","3","4","2","3","4","5","5","6","6","5","6","6","6","6","6","4","202","506","505","","","5","6","6","4","4","4","0","","","5","6","","","2","","","","","5","5","5","5","2","","","","3","TORONTO","","","CANADA","13","1","25-34","Male","4","2","2","2","1","0.2510956937799"
"1701","1597","756","42506","1","2","94","G","2","3","1","2","AIR CANADA","TORONTO","784","3","67","4","4","13:00:00","15:50:00","170","2","","","9","","","","2","2","2","2","3","1","2","3","3","3","4","3","3","2","3","1","3","6","4","6","4","3","0","","","","","5","5","5","5","5","5","0","","","4","0","","","2","","","","","4","4","0","0","0","","","","3","TORONTO","","","CANADA","13","1","25-34","Male","4","1","2","2","1","0.2510956937799"
"1943","1845","758","42506","1","2","97","G","3","3","1","1","TURKISH AIRLINES","ISTANBUL","80","27","28","8","4","16:30:00","18:10:00","100","2","","","5","","","","2","1","2","2","4","1","2","3","4","1","4","4","4","6","6","2","3","2","5","3","4","3","505","202","501","620","","5","5","5","5","4","5","0","","","4","16","","","2","","","","","7","3","4","5","2","","","","1","MOUNTAIN VIEW","CA","94040","UNITED STATES","4","1","25-34","Male","4","2","1","2","1","0.97551767151767"
"305","343","761","42507","1","3","58","D","1","2","1","2","AMERICAN","CHICAGO-O'HARE","42","8","13","3","4","5:45:00","7:45:00","120","1","","","9","","","","2","2","1","2","3","1","2","4","4","4","4","4","4","4","4","4","5","4","5","6","5","5","0","","","","","5","5","5","5","5","5","0","","","5","0","","","1","5","0","","","5","3","5","5","2","","","","3","WINTHROP HARBOR","IL","60096","UNITED STATES","11","1","25-34","Male","4","2","2","2","1","1.1225454545455"
"979","1728","771","42507","1","3","30","B","3","2","1","2","SOUTHWEST","SANTA ANA","2285","25","58","1","2","18:17:00","19:20:00","63","1","","","5","","","","0","1","0","0","6","1","2","4","4","4","4","4","4","6","6","4","4","4","6","6","3","4","993","","","","","5","6","4","5","5","5","0","","","5","24","1","","1","3","1","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94127","UNITED STATES","1","1","25-34","Male","4","1","2","1","1","0.8875125"
"1738","1562","773","42507","1","3","28","B","3","2","1","2","SOUTHWEST","PHOENIX","1081","25","49","1","4","19:00:00","21:50:00","170","1","","","5","","","","2","1","1","1","2","1","4","6","3","3","5","5","5","5","5","5","5","6","6","6","6","4","0","","","","","4","6","6","3","2","3","0","","","5","0","","","1","5","0","","","5","0","5","5","2","","","","3","PHOENIX","AZ","85018","UNITED STATES","10","1","25-34","Male","4","3","2","2","1","0.8875125"
"2047","1774","775","42508","1","4","46","C","1","2","1","2","DELTA","DETROIT","854","15","17","3","3","4:00:00","6:30:00","150","1","","","4","","","","1","1","2","2","1","2","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","4","4","4","4","4","4","0","","","4","0","","","2","","","","","5","0","4","4","2","","","","3","","IN","","UNITED STATES","11","1","25-34","Male","4","1","2","2","1","1.0455967741935"
"2439","1411","793","42508","1","4","12","A","3","2","1","2","JETBLUE","NEW YORK-JFK","1516","20","43","2","4","21:30:00","23:00:00","90","1","","","5","","","","2","2","2","1","4","1","3","4","4","3","3","3","4","6","6","4","4","4","3","3","3","4","0","","","","","5","5","5","5","5","5","0","","","4","0","","","1","5","0","","","3","5","5","5","2","","","","1","GREENBRAE","CA","94904","UNITED STATES","6","1","25-34","Male","4","2","2","2","1","0.3557037037037"
"2440","1412","793","42508","1","4","12","A","3","2","1","2","JETBLUE","NEW YORK-JFK","1516","20","43","2","4","20:30:00","23:00:00","150","1","","","9","","","","2","1","1","2","6","1","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","0","","","","","5","5","5","5","5","5","0","","","3","0","","","0","","","","","0","5","5","5","2","","","","0","","","","","99","1","25-34","Male","4","1","2","2","1","0.3557037037037"
"376","582","794","42509","2","5","4","A","1","2","1","2","ALASKA","SEATTLE","377","7","60","1","4","4:50:00","6:00:00","70","2","","","5","","","","2","2","2","2","3","1","1","4","3","3","4","4","4","4","4","4","4","6","4","6","6","4","0","","","","","3","4","6","0","2","3","0","","","4","0","","","2","","","","","1","3","3","3","2","","","","1","BERKELEY","CA","94710","UNITED STATES","3","1","25-34","Male","4","1","2","1","1","0.35525"
"893","908","811","42509","2","5","98","G","3","3","1","1","UNITED INTL","FRANKFURT","926","29","21","6","4","17:00:00","19:00:00","120","1","","","5","","","","2","2","2","1","2","1","2","6","3","6","5","5","5","6","6","4","6","6","4","6","4","5","205","","","","","5","5","5","5","4","5","0","","","4","40","","","2","","","","","7","4","5","3","2","","","","3","PARIS","","","FRANCE","15","1","25-34","Male","4","2","2","2","1","0.91742168674699"
"1759","851","809","42509","2","5","91","G","2","3","1","2","AIR CANADA","TORONTO","784","3","67","4","4","13:55:00","16:00:00","125","3","","","5","","","","0","1","0","0","6","1","1","6","6","4","4","3","2","6","6","3","6","6","6","6","6","6","0","","","","","5","5","4","4","5","5","0","","","4","0","","","4","","","","","0","4","4","5","0","","","","3","DALLAS","TX","75201","UNITED STATES","11","1","25-34","Male","4","1","2","2","1","0.2510956937799"
"1762","854","809","42509","2","5","91","G","2","3","1","2","AIR CANADA","TORONTO","784","3","67","4","4","14:15:00","16:00:00","105","2","3","","6","","","","2","2","2","1","3","1","2","4","4","3","4","4","5","6","6","3","4","6","3","6","0","4","505","","","","","5","5","4","5","4","5","0","","","5","0","","","2","","","","","6","4","3","4","2","","","","1","REDWOOD CITY","CA","96005","UNITED STATES","2","1","25-34","Male","4","2","1","2","3","0.2510956937799"
"2016","936","813","42509","2","5","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","22","41","6","4","17:00:00","20:45:00","225","2","","","2","","","","1","1","1","2","1","1","4","4","4","4","4","3","4","6","6","6","5","4","4","6","4","4","505","","","","","4","2","3","4","3","3","0","","","4","0","","","2","","","","","7","4","5","4","2","","","","1","SAN JOSE","CA","95125","UNITED STATES","4","1","25-34","Male","4","2","1","2","1","0.97551767151767"
"1570","1273","824","42510","2","6","41","C","2","2","1","2","DELTA","NEW YORK-JFK","468","15","43","2","4","12:45:00","14:10:00","85","1","","","5","","","","2","1","1","2","3","1","3","6","4","3","4","4","4","6","6","5","6","6","2","6","6","4","701","","","","","4","3","6","4","4","4","0","","","5","0","","","1","5","1","","","5","5","5","5","2","","","","3","NEW YORK","NY","11201","UNITED STATES","12","1","25-34","Male","4","2","2","2","1","1.0455967741935"
"1860","1250","821","42510","2","6","54","D","2","1","1","2","VIRGIN AMERICA","SEATTLE","1742","30","60","1","4","9:15:00","11:10:00","115","3","","","2","","","","2","2","1","2","3","1","2","4","4","4","4","4","4","4","4","4","4","4","6","3","4","4","103","","","","","4","6","4","5","3","4","0","","","5","0","","","2","","","","","5","5","5","4","2","","","","1","SAN FRANCISCO","CA","94131","UNITED STATES","1","1","25-34","Male","4","2","1","1","1","1.0005296442688"
"1898","1285","825","42510","2","6","56","D","2","2","1","2","AMERICAN","NEW YORK-JFK","20","8","43","2","4","13:00:00","15:00:00","120","2","","","5","","","","1","1","1","2","5","1","2","5","5","5","5","5","5","5","5","5","5","5","6","6","6","5","0","","","","","5","6","6","5","4","4","0","","","5","0","","","1","5","0","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94109","UNITED STATES","1","1","25-34","Male","4","2","2","2","1","1.1225454545455"
"582","622","828","42511","2","7","92","G","2","3","1","2","AIR CANADA","TORONTO","738","3","67","4","4","8:30:00","11:35:00","185","3","","","2","","","","2","1","2","1","3","1","2","5","4","5","5","5","5","6","6","5","5","5","5","6","6","5","0","","","","","5","5","6","5","5","5","0","","","4","1","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94103","UNITED STATES","1","1","25-34","Male","4","2","2","1","1","0.2510956937799"
"1632","383","850","42512","2","1","9","A","2","3","1","2","EMIRATES","DUBAI","226","16","18","7","4","12:40:00","16:45:00","245","5","","","7","","","","1","1","1","1","1","1","2","6","5","5","5","4","0","3","3","5","5","6","6","6","6","5","0","","","","","5","6","6","5","5","4","0","","","5","0","","","3","","","","","0","5","5","4","2","","","","3","BANGALORE","","","INDIA","16","1","25-34","Male","4","2","2","2","1","0.97551767151767"
"2893","1128","855","42513","2","2","4","A","2","3","1","2","AEROMEXICO","GUADALAJARA","663","2","23","4","1","9:50:00","11:45:00","115","2","","","4","","","","1","1","0","0","1","1","3","6","4","4","4","4","4","4","3","4","6","6","6","6","6","4","102","","","","","5","6","6","5","5","5","0","","","4","0","","","1","5","1","","","5","3","4","4","2","","","","3","GUADALAJARA","","","MEXICO","13","1","25-34","Male","4","2","2","2","2","0.97551767151767"
"2961","1135","854","42513","2","2","6","A","1","1","1","2","HAWAIIAN","KAHULUI","41","19","29","1","1","7:15:00","10:05:00","170","2","","","8","","","","1","1","2","1","1","2","1","3","4","4","4","4","4","4","4","4","4","6","6","6","6","4","0","","","","","3","6","6","3","2","3","0","","","4","0","","","2","","","","","5","4","4","4","2","","","","3","BREWSTER","NY","20509","UNITED STATES","12","1","25-34","Male","4","2","2","2","1","0.97551767151767"
"672","753","860","42514","2","3","58","D","1","1","1","2","AMERICAN","LOS ANGELES","5922","8","34","1","4","6:20:00","8:00:00","100","2","","","2","","","","1","1","1","2","3","1","4","5","4","4","4","4","4","4","4","6","4","4","6","6","6","4","0","","","","","5","6","6","5","5","5","0","","","5","1","24","","1","5","21","2","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","","UNITED STATES","1","1","25-34","Male","4","2","2","1","1","1.1225454545455"
"1647","972","872","42514","2","3","73","F","3","3","1","2","UNITED INTL","VANCOUVER","1134","29","68","4","3","17:00:00","21:12:00","252","1","","","5","","","","2","2","1","1","3","1","3","4","5","4","5","5","5","6","6","5","5","5","5","6","5","5","0","","","","","4","5","5","4","4","4","0","","","5","0","","","2","","","","","5","4","5","5","2","","","","3","WASHINGTON","DC","20009","UNITED STATES","12","1","25-34","Male","4","2","2","2","1","0.91742168674699"
"2404","2730","514","42496","1","6","54","D","2","2","1","2","VIRGIN AMERICA","LOS ANGELES","932","30","34","1","4","14:00:00","16:30:00","150","1","","","5","","","","2","2","2","2","1","2","1","3","4","3","3","4","3","4","3","3","3","3","4","3","3","3","0","","","","","4","4","3","4","3","3","0","","","4","0","","","3","","","","","0","4","4","3","2","","","","3","SAN DIEGO","CA","","UNITED STATES","10","1","25-34","Male","5","2","2","2","1","1.0005296442688"
"24","99","609","42501","1","4","44","C","2","2","1","2","DELTA","LOS ANGELES","2773","15","34","1","4","14:30:00","17:00:00","150","1","","","2","","","","3","2","1","1","1","2","1","4","3","6","3","4","4","6","6","4","6","6","6","6","6","4","0","","","","","4","6","6","4","3","4","0","","","4","0","","","2","","","","","5","3","4","3","2","","","","3","SHANGHAI","","","CHINA","16","1","25-34","Male","5","2","2","2","1","1.0455967741935"
"1612","1918","778","42508","1","4","4","A","1","1","1","2","DELTA","LOS ANGELES","2754","15","34","1","4","N","10:00:00","N","1","3","","7","","","","1","1","1","2","1","2","1","4","5","2","4","5","4","4","3","3","0","0","0","0","0","0","0","","","","","4","4","4","5","5","5","0","","","4","0","","","1","5","0","","","6","5","5","4","2","","","","3","SHANGHAI","","","CHINA","16","1","25-34","Male","5","1","2","2","1","1.0455967741935"
"644","707","846","42512","2","1","97","G","2","3","1","2","UNITED INTL","HONG KONG","869","29","25","8","4","9:20:00","13:10:00","230","2","3","","2","","","","1","1","1","2","1","2","1","3","3","3","4","4","4","4","4","6","3","4","4","4","4","4","0","","","","","5","5","5","5","5","5","0","","","4","26","","","2","","","","","0","4","4","4","2","","","","1","MILPITAS","CA","95035","UNITED STATES","4","1","25-34","Male","5","2","1","2","1","0.91742168674699"
"2391","2576","508","42496","1","6","92","G","2","3","1","2","AIR CANADA","TORONTO","738","3","67","4","4","8:00:00","11:35:00","215","1","","","9","","","","2","1","2","1","2","1","2","4","2","3","3","3","3","6","6","4","3","3","2","3","3","3","312","","","","","3","3","2","6","3","3","0","","","4","0","","","3","","","","","7","4","4","3","2","","","","3","TORONTO","","","CANADA","13","1","25-34","Male","0","2","2","2","1","0.2510956937799"
"2994","2466","518","42496","1","6","56","D","3","2","1","1","AMERICAN","LOS ANGELES","209","8","34","1","4","15:00:00","20:30:00","330","2","","","6","","","","1","1","1","1","1","2","1","4","3","3","4","5","4","4","4","5","3","4","5","6","4","4","202","205","","","","5","5","5","5","5","5","0","","","4","1","","","1","5","0","","","5","3","4","5","2","","","","3","STUTTGART","","","GERMANY","15","1","25-34","Male","0","2","2","2","1","1.1225454545455"
"3027","2540","505","42496","1","6","72","F","2","2","1","2","UNITED","LAS VEGAS","486","28","30","1","4","11:45:00","13:25:00","100","1","","","4","","","","0","1","0","1","4","1","4","6","3","6","3","4","4","4","4","5","6","6","2","6","3","4","0","","","","","4","4","3","3","2","3","0","","","4","0","","","1","5","0","","","5","4","5","5","2","","","","3","BOSTON","MA","2140","UNITED STATES","12","1","25-34","Male","0","1","2","2","1","1.757875"
"3056","2492","503","42496","1","6","80","F","2","1","1","1","UNITED","HONOLULU","300","28","26","1","2","9:45:00","11:25:00","100","2","","","2","","","","1","0","1","1","3","1","3","4","5","5","5","5","5","6","6","5","5","5","5","5","5","5","805","103","505","","","5","5","5","5","5","5","0","","","5","6","","","1","1","2","","","6","5","5","5","2","","","","1","REDWOOD CITY","CA","","UNITED STATES","2","1","25-34","Male","0","2","1","2","1","1.757875"
"2170","3057","525","42497","1","7","9","A","3","3","1","2","BRITISH AIRWAYS","LONDON-HEATHROW","286","12","32","6","4","12:00:00","19:15:00","435","2","","","5","","","","1","1","1","1","1","1","1","3","2","3","5","5","5","5","5","5","5","5","5","5","5","4","204","","","","","5","5","5","5","5","5","1","","","5","0","","","0","","","","","0","5","0","0","2","","","","3","","","","GERMANY","15","1","25-34","Male","0","2","2","2","1","0.97551767151767"
"2197","3027","522","42497","1","7","10","A","2","2","1","2","JETBLUE","NEW YORK-JFK","916","20","43","2","4","13:00:00","16:20:00","200","2","","","1","","","0","1","1","1","1","1","2","1","6","3","3","3","3","3","3","3","3","1","3","6","3","6","3","611","","","","","4","6","6","3","3","3","0","","","4","0","","","1","5","0","","","8","2","5","5","2","","","","2","SUISUN CITY","CA","94585","UNITED STATES","8","1","25-34","Male","0","2","2","2","1","0.3557037037037"
"2120","2650","552","42498","1","1","96","G","3","2","1","2","UNITED","SEATTLE","810","28","60","1","4","16:50:00","18:06:00","76","1","","","5","","","","2","1","2","1","4","1","2","4","3","6","4","4","4","6","6","3","4","4","3","3","4","4","0","","","","","4","4","4","4","4","4","0","","","5","24","","","2","","","","","5","4","4","4","2","","","","1","SAN FRANCISCO","CA","94115","UNITED STATES","1","1","25-34","Male","0","4","1","4","1","1.757875"
"2123","2653","552","42498","1","1","96","G","3","2","1","2","UNITED","SEATTLE","810","28","60","1","4","15:30:00","18:06:00","156","1","3","6","9","","","","1","1","0","1","3","1","1","5","5","6","4","5","4","4","5","4","3","4","5","6","2","4","102","","","","","5","5","5","5","5","5","0","","","4","21","","","0","","","","","0","3","5","1","1","5","","","3","SEATTLE","WA","98109","UNITED STATES","10","1","25-34","Male","0","2","1","2","1","1.757875"
"2163","2617","556","42498","1","1","89","F","3","2","1","2","UNITED","WASHINGTON-DULLES","1592","28","69","2","2","19:30:00","22:06:00","156","2","","","5","","","","2","2","2","1","1","2","1","4","3","3","4","4","4","6","6","5","6","6","4","6","6","4","0","","","","","5","5","6","6","5","5","0","","","5","0","","","2","","","","","5","5","5","4","2","","","","3","COLUMBIA","SC","29063","UNITED STATES","12","1","25-34","Male","0","2","2","2","1","1.757875"
"2522","2904","546","42498","1","1","94","G","2","3","1","2","UNITED INTL","XI'AN","853","29","71","8","3","12:00:00","13:25:00","85","2","","","3","","","","2","2","2","2","1","2","1","4","6","6","4","4","4","4","4","6","6","6","6","6","6","4","0","","","","","5","6","6","6","6","5","0","","","5","0","","","4","","","","","11","6","6","6","2","","","","3","BATON ROUGE","LA","70820","UNITED STATES","11","1","25-34","Male","0","4","4","4","1","0.91742168674699"
